Time (sec),Accel Position (%),Baro Pressure (kPa),Boost (kPa),Coolant Temp (C),Fuel Press Final (kPa),Fuel Press Raw (kPa),Gear Position (Gear),Intake Temp (C),Man Abs Press (kPa),RPM (RPM),Req Torque (Nm),Target Throttle (%),Throttle Pos (%),Vehicle Speed (kph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17441][2020 USDM WRX STI COBB Custom Features][Reflash: Stage1 ACN91 v400 Boost Select.ptm - Realtime: Stage1 ACN91 v400 Boost Select.ptm]
1090.959,2.7,99.97,-71.43,88,0.00,0.00,6,35,28.82,2916,4.73,1.93,8.6,117,0.00,0
1091.024,2.7,99.97,-71.43,88,0.00,0.00,6,35,28.96,2912,5.23,2.38,8.6,117,0.00,0
1091.100,3.1,99.97,-71.36,88,0.00,0.00,6,35,28.68,2890,5.77,2.39,9.0,117,0.00,0
1091.179,3.5,99.97,-70.60,88,0.00,0.00,6,35,29.99,2913,6.24,2.62,9.0,117,0.00,0
1091.254,3.5,99.97,-69.98,88,0.00,0.00,6,35,30.27,2894,6.24,2.61,9.0,117,0.00,0
1091.343,3.5,99.97,-69.57,88,0.00,0.00,6,35,30.54,2905,6.75,2.86,9.4,117,0.00,0
1091.399,3.9,99.97,-69.29,88,0.00,0.00,6,35,30.96,2909,7.25,3.06,9.8,117,0.00,0
1091.486,3.9,99.97,-68.60,88,0.00,0.00,6,35,31.30,2890,7.28,3.09,9.8,117,0.00,0
1091.551,3.9,99.97,-67.91,88,0.00,0.00,6,35,32.13,2901,7.26,3.08,9.8,117,0.00,0
1091.631,3.9,99.97,-67.43,88,0.00,0.00,6,35,32.82,2879,7.29,3.07,9.8,117,0.00,0
1091.707,3.9,99.97,-67.50,88,0.00,0.00,6,35,32.82,2902,7.76,3.24,9.8,117,0.00,0
1091.791,4.3,99.97,-67.50,88,0.00,0.00,6,35,32.54,2898,7.45,3.22,9.8,117,0.00,0
1091.858,4.3,99.97,-67.09,88,0.00,0.00,6,35,33.30,2875,7.77,3.25,10.2,117,0.00,0
1091.938,4.3,99.97,-66.60,88,0.00,0.00,6,35,33.16,2896,7.77,3.24,9.8,117,0.00,0
1092.002,4.3,99.97,-66.67,88,0.00,0.00,6,35,33.58,2873,7.80,3.22,9.8,117,0.00,0
1092.090,4.3,99.97,-66.60,88,0.00,0.00,6,35,33.58,2872,8.31,3.31,9.8,117,0.00,0
1092.155,4.3,99.97,-66.33,88,0.00,0.00,6,35,33.58,2889,8.28,3.31,9.8,117,0.00,0
1092.236,4.7,99.97,-66.40,88,0.00,0.00,6,35,33.72,2868,8.76,3.36,9.8,117,0.00,0
1092.310,4.3,99.97,-66.40,88,0.00,0.00,6,35,33.58,2886,8.85,3.38,10.2,117,0.00,0
1092.373,4.7,99.97,-66.19,88,0.00,0.00,6,36,34.13,2863,8.68,3.34,10.2,117,0.00,0
1092.461,4.7,99.97,-65.98,88,0.00,0.00,6,36,34.13,2862,8.83,3.38,10.2,117,0.00,0
1092.525,4.7,99.97,-65.98,88,0.00,0.00,6,36,34.27,2881,8.65,3.33,10.2,117,0.00,0
1092.611,3.9,99.97,-65.64,88,0.00,0.00,6,36,34.54,2859,7.41,3.10,10.2,117,0.00,0
1092.673,3.9,99.97,-65.64,88,0.00,0.00,6,36,34.54,2876,7.32,3.07,9.8,117,0.00,0
1092.763,4.3,99.97,-65.91,88,0.00,0.00,6,36,34.13,2857,8.36,3.31,9.8,116,0.00,0
1092.825,4.3,99.97,-66.19,88,0.00,0.00,6,36,34.13,2873,8.27,3.31,9.8,116,0.00,0
1092.898,4.3,99.97,-66.19,88,0.00,0.00,6,36,33.85,2870,8.32,3.37,9.8,116,0.00,0
1092.982,4.7,99.97,-65.98,88,0.00,0.00,6,36,33.99,2849,8.85,3.38,10.2,116,0.00,0
1093.057,4.7,99.97,-65.84,88,0.00,0.00,6,36,34.27,2866,9.33,3.45,10.2,116,0.00,0
1093.124,4.7,99.97,-65.71,88,0.00,0.00,6,36,34.27,2846,9.33,3.45,10.2,116,0.00,0
1093.214,4.7,99.97,-65.64,88,0.00,0.00,6,36,34.54,2864,9.33,3.44,10.2,116,0.00,0
1093.280,4.7,99.97,-65.57,88,0.00,0.00,6,36,34.54,2841,9.37,3.43,10.2,116,0.00,0
1093.359,5.1,99.97,-65.43,88,0.00,0.00,6,36,34.68,2857,9.82,3.51,10.2,116,0.00,0
1093.432,5.1,99.97,-65.50,88,0.00,0.00,6,36,34.82,2837,10.42,3.66,10.2,116,0.00,0
1093.510,7.1,99.97,-65.43,88,0.00,0.00,6,36,34.82,2838,31.79,6.59,12.9,116,0.00,0
1093.586,7.8,99.97,-61.91,88,0.00,0.00,6,36,38.27,2858,39.21,7.29,13.7,116,0.00,0
1093.650,7.8,99.97,-56.19,88,0.00,0.00,6,36,42.82,2835,42.63,7.26,14.1,116,0.00,0
1093.730,8.2,99.97,-53.30,88,0.00,0.00,6,36,45.99,2853,42.75,7.33,14.1,114,0.00,0
1093.805,8.2,99.97,-51.99,88,0.00,0.00,6,36,48.26,2833,50.17,7.93,14.9,114,0.00,0
1093.879,9.0,99.97,-50.40,88,0.00,0.00,6,36,49.99,2850,53.91,8.24,15.3,114,0.00,0
1093.959,9.4,99.97,-48.61,88,0.00,0.00,6,36,51.57,2834,64.10,9.42,16.1,114,0.00,0
1094.035,10.6,99.97,-46.40,88,0.00,0.00,6,36,53.23,2852,82.95,10.83,17.6,114,0.00,0
1094.104,11.8,99.97,-41.44,88,0.00,0.00,6,36,57.43,2838,103.36,12.14,19.6,114,0.00,0
1094.191,11.8,99.97,-36.96,88,0.00,0.00,6,36,60.95,2842,93.69,11.78,19.6,114,0.00,0
1094.253,11.8,99.97,-33.37,88,0.00,0.00,6,36,67.22,2853,90.00,11.43,18.4,114,0.00,0
1094.342,11.4,99.97,-33.58,88,0.00,0.00,6,35,66.26,2836,90.04,11.44,18.4,114,0.00,0
1094.404,11.4,99.97,-33.99,88,0.00,0.00,6,35,66.12,2851,90.06,11.44,18.4,114,0.00,0
1094.483,11.4,99.97,-33.85,88,0.00,0.00,6,35,65.98,2836,86.43,11.12,18.4,114,0.00,0
1094.560,11.4,99.97,-33.78,88,0.00,0.00,6,35,66.67,2853,82.79,10.80,18.4,114,0.00,0
1094.626,10.6,99.97,-33.30,88,0.00,0.00,6,35,66.53,2835,79.14,10.47,17.3,114,0.00,0
1094.704,10.6,99.97,-34.96,88,0.00,0.00,6,35,64.67,2852,75.53,10.15,16.9,114,0.00,0
1094.778,10.6,99.97,-36.27,88,0.00,0.00,6,35,63.71,2856,79.15,10.47,17.3,114,0.00,0
1094.869,10.6,99.97,-36.75,88,0.00,0.00,6,35,63.29,2837,79.13,10.47,17.6,116,0.00,0
1094.933,10.6,99.97,-35.71,88,0.00,0.00,6,35,64.67,2855,79.12,10.44,17.6,116,0.00,0
1095.000,10.6,99.97,-35.16,88,0.00,0.00,6,35,64.67,2836,79.12,10.47,17.3,116,0.00,0
1095.087,11.0,99.97,-35.44,88,0.00,0.00,6,35,64.67,2860,86.02,11.43,18.0,116,0.00,0
1095.152,11.8,99.97,-33.85,88,0.00,0.00,6,35,67.09,2840,93.61,11.77,18.8,116,0.00,0
1095.240,11.4,99.97,-31.44,88,0.00,0.00,6,35,69.22,2855,89.97,11.42,18.8,116,0.00,0
1095.303,11.4,99.97,-30.27,88,0.00,0.00,6,35,69.84,2834,90.01,11.43,18.4,116,0.00,0
1095.390,11.8,99.97,-30.20,88,0.00,0.00,6,35,69.84,2857,102.98,12.68,19.6,116,0.00,0
1095.453,12.2,99.97,-29.03,88,0.00,0.00,6,35,70.12,2861,102.95,12.67,20.0,116,0.00,0
1095.541,11.8,99.97,-26.68,88,0.00,0.00,6,35,72.95,2840,93.59,11.76,19.2,116,0.00,0
1095.605,11.8,99.97,-26.82,88,0.00,0.00,6,35,73.22,2858,93.72,12.12,18.8,116,0.00,0
1095.693,12.2,99.97,-27.85,88,0.00,0.00,6,35,72.26,2843,109.40,13.29,20.4,116,0.00,0
1095.758,12.5,99.97,-25.17,88,0.00,0.00,6,35,73.98,2864,109.37,13.29,20.4,116,0.00,0
1095.843,12.5,99.97,-22.96,88,0.00,0.00,6,35,76.53,2845,109.36,13.28,20.4,116,0.00,0
1095.910,12.5,99.97,-22.20,88,0.00,0.00,6,35,77.70,2863,109.34,13.28,20.4,116,0.00,0
1095.975,12.5,99.97,-21.44,88,0.00,0.00,6,35,78.26,2866,109.32,13.27,20.4,116,0.00,0
1096.059,12.5,99.97,-20.89,88,0.00,0.00,6,35,79.08,2849,109.30,13.27,20.4,116,0.00,0
1096.124,12.5,99.97,-20.55,88,0.00,0.00,6,35,79.57,2870,102.79,12.64,20.0,116,0.00,0
1096.213,11.8,99.97,-20.89,88,0.00,0.00,6,35,79.43,2849,93.45,11.69,18.8,116,0.00,0
1096.279,11.0,99.97,-23.99,88,0.00,0.00,6,35,77.43,2865,86.20,11.05,18.0,116,0.00,0
1096.368,11.0,99.97,-26.54,88,0.00,0.00,6,35,74.81,2849,82.57,10.76,17.6,116,0.00,0
1096.430,11.0,99.97,-28.13,88,0.00,0.00,6,35,71.43,2870,82.56,10.75,17.6,116,0.00,0
1096.517,11.0,99.97,-29.10,88,0.00,0.00,6,35,71.22,2872,82.54,10.75,17.6,116,0.00,0
1096.581,10.6,99.97,-29.16,88,0.00,0.00,6,35,70.81,2850,75.41,10.43,17.3,116,0.00,0
1096.660,10.6,99.97,-30.61,88,0.00,0.00,6,35,69.84,2871,78.90,10.43,17.3,116,0.00,0
1096.737,10.6,99.97,-31.03,88,0.00,0.00,6,35,69.22,2850,75.26,10.11,17.3,116,0.00,0
1096.801,10.6,99.97,-30.82,88,0.00,0.00,6,35,69.22,2871,75.27,10.11,17.3,116,0.00,0
1096.889,10.2,99.97,-31.65,88,0.00,0.00,6,35,67.98,2851,75.28,10.11,16.9,116,0.00,0
1096.951,10.6,99.97,-32.68,88,0.00,0.00,6,35,67.57,2848,75.28,10.11,17.3,116,0.00,0
1097.040,10.6,99.97,-32.54,88,0.00,0.00,6,35,67.71,2870,75.28,10.11,17.3,116,0.00,0
1097.104,10.6,99.97,-32.20,88,0.00,0.00,6,35,67.98,2854,71.64,9.79,16.9,116,0.00,0
1097.193,10.2,99.97,-32.41,88,0.00,0.00,6,35,67.84,2874,68.00,9.48,16.5,116,0.00,0
1097.259,9.8,99.97,-33.72,88,0.00,0.00,6,35,67.36,2851,64.37,9.16,16.1,116,0.00,0
1097.335,9.8,99.97,-35.51,88,0.00,0.00,6,35,64.53,2867,68.05,9.48,16.1,116,0.00,0
1097.411,10.2,99.97,-36.20,88,0.00,0.00,6,35,63.98,2855,75.26,10.11,17.3,116,0.00,0
1097.478,10.2,99.97,-34.40,88,0.00,0.00,6,35,65.71,2853,75.24,10.11,17.3,116,0.00,0
1097.562,10.6,99.97,-33.44,88,0.00,0.00,6,35,66.53,2877,75.22,10.10,17.3,116,0.00,0
1097.626,10.6,99.97,-33.23,88,0.00,0.00,6,35,66.95,2854,75.21,10.10,17.3,116,0.00,0
1097.711,10.2,99.97,-33.58,88,0.00,0.00,6,35,66.53,2872,67.84,9.15,16.5,116,0.00,0
1097.783,9.8,99.97,-34.20,88,0.00,0.00,6,35,65.43,2854,60.71,8.84,16.1,116,0.00,0
1097.860,9.0,99.97,-36.27,88,0.00,0.00,6,35,63.57,2870,53.47,8.23,14.9,116,0.00,0
1097.936,8.6,99.97,-38.68,88,0.00,0.00,6,35,61.43,2872,49.85,7.92,14.9,116,0.00,0
1098.003,9.0,99.97,-41.23,88,0.00,0.00,6,35,59.43,2852,56.98,8.53,15.3,116,0.00,0
1098.091,9.4,99.97,-41.78,88,0.00,0.00,6,35,58.67,2874,64.46,9.16,16.1,116,0.00,0
1098.156,9.8,99.97,-39.85,88,0.00,0.00,6,35,60.81,2858,64.34,9.15,16.1,116,0.00,0
1098.238,9.8,99.97,-38.61,88,0.00,0.00,6,35,61.43,2875,64.31,9.15,16.1,116,0.00,0
1098.307,9.8,99.97,-38.27,88,0.00,0.00,6,35,61.85,2855,67.74,9.42,16.1,116,0.00,0
1098.379,9.8,99.97,-38.20,88,0.00,0.00,6,35,61.85,2854,67.93,9.47,16.5,116,0.00,0
1098.453,9.8,99.97,-37.44,88,0.00,0.00,6,35,62.81,2875,67.94,9.47,16.9,116,0.00,0
1098.535,9.8,99.97,-36.47,88,0.00,0.00,6,35,63.09,2858,68.03,9.48,16.9,116,0.00,0
1098.613,9.8,99.97,-36.54,88,0.00,0.00,6,35,63.29,2876,60.56,8.53,16.1,116,0.00,0
1098.677,8.6,99.97,-37.71,88,0.00,0.00,6,35,62.12,2853,49.81,7.92,14.9,116,0.00,0
1098.766,8.6,99.97,-40.95,88,0.00,0.00,6,35,59.23,2872,53.53,8.23,14.9,116,0.00,0
1098.832,9.0,99.97,-42.54,88,0.00,0.00,6,35,57.85,2874,53.45,8.23,15.3,116,0.00,0
1098.910,9.0,99.97,-42.33,88,0.00,0.00,6,35,57.43,2854,49.82,7.92,14.9,116,0.00,0
1098.986,8.6,99.97,-42.61,88,0.00,0.00,6,35,57.85,2874,46.19,7.61,14.5,116,0.00,0
1099.071,8.2,99.97,-43.78,88,0.00,0.00,6,35,55.85,2853,46.06,7.28,14.1,116,0.00,0
1099.125,8.2,99.97,-45.37,88,0.00,0.00,6,35,54.81,2872,38.80,6.95,14.1,116,0.00,0
1099.210,8.2,99.97,-46.33,88,0.00,0.00,6,35,53.85,2854,39.17,6.96,14.1,116,0.00,0
1099.275,8.2,99.97,-47.16,88,0.00,0.00,6,35,53.09,2873,42.66,7.29,14.1,116,0.00,0
1099.363,8.2,99.97,-47.71,88,0.00,0.00,6,35,52.54,2872,42.52,7.28,14.1,116,0.00,0
1099.429,8.2,99.97,-47.44,88,0.00,0.00,6,35,52.68,2851,46.04,7.61,14.5,116,0.00,0
1099.507,8.6,99.97,-46.75,88,0.00,0.00,6,35,53.57,2871,49.91,7.92,14.9,116,0.00,0
1099.580,8.6,99.97,-45.57,88,0.00,0.00,6,35,54.54,2852,49.91,7.92,14.9,116,0.00,0
1099.668,8.6,99.97,-44.82,88,0.00,0.00,6,35,55.30,2869,49.76,7.92,14.9,116,0.00,0
1099.730,8.6,99.97,-44.68,88,0.00,0.00,6,35,55.43,2849,53.60,8.50,14.9,116,0.00,0
1099.807,9.0,99.97,-44.82,88,0.00,0.00,6,35,55.71,2848,56.95,8.53,15.3,116,0.00,0
1099.883,9.4,99.97,-43.57,88,0.00,0.00,6,35,55.99,2871,64.22,9.13,16.9,116,0.00,0
1099.958,9.8,99.97,-40.61,88,0.00,0.00,6,35,59.98,2852,64.30,9.16,16.9,116,0.00,0
1100.034,9.8,99.97,-38.20,88,0.00,0.00,6,35,61.98,2870,67.98,9.47,17.3,116,0.00,0
1100.109,10.2,99.97,-36.54,88,0.00,0.00,6,35,63.22,2851,71.58,9.79,17.3,116,0.00,0
1100.175,10.2,99.97,-35.78,88,0.00,0.00,6,35,64.26,2874,75.10,9.79,17.6,116,0.00,0
1100.263,10.6,99.97,-34.75,88,0.00,0.00,6,35,65.09,2848,75.22,10.11,17.6,116,0.00,0
1100.328,10.6,99.97,-33.78,88,0.00,0.00,6,35,65.98,2850,78.84,10.43,18.4,116,0.00,0
1100.416,10.6,99.97,-32.27,88,0.00,0.00,6,35,67.98,2871,78.83,10.42,18.4,116,0.00,0
1100.483,10.6,99.97,-31.65,88,0.00,0.00,6,35,68.53,2849,82.46,10.74,18.4,116,0.00,0
1100.562,11.0,99.97,-31.37,88,0.00,0.00,6,35,68.81,2868,86.09,11.06,18.8,116,0.00,0
1100.639,11.8,99.97,-30.20,88,0.00,0.00,6,35,69.43,2855,96.96,12.07,20.0,116,0.00,0
1100.704,11.8,99.97,-27.30,88,0.00,0.00,6,35,71.22,2872,93.31,11.71,20.0,116,0.00,0
1100.783,11.8,99.97,-25.58,88,0.00,0.00,6,35,74.53,2872,93.30,11.71,19.6,116,0.00,0
1100.859,11.8,99.97,-25.37,88,0.00,0.00,6,35,74.67,2854,96.92,12.06,20.0,116,0.00,0
1100.944,12.5,99.97,-25.51,88,0.00,0.00,6,35,74.67,2875,128.55,15.07,22.7,116,0.00,0
1101.011,13.3,99.97,-19.99,88,0.00,0.00,6,35,78.81,2865,128.52,15.06,23.1,116,0.00,0
1101.089,13.3,99.97,-14.62,88,0.00,0.00,6,35,84.53,2873,121.75,15.06,22.7,116,0.00,0
1101.151,13.3,99.97,-14.13,88,0.00,0.00,6,35,86.25,2862,128.50,15.06,22.7,116,0.00,0
1101.241,13.3,99.97,-13.86,88,0.00,0.00,6,35,86.67,2861,128.49,15.05,23.1,116,0.00,0
1101.305,13.3,99.97,-12.69,88,0.00,0.00,6,35,87.43,2881,121.97,14.46,22.4,116,0.00,0
1101.393,12.9,99.97,-13.03,88,0.00,0.00,6,34,87.22,2864,121.95,14.45,22.4,117,0.00,0
1101.459,12.5,99.97,-12.69,88,0.00,0.00,6,34,87.36,2886,115.41,13.82,22.4,117,0.00,0
1101.539,12.5,99.97,-12.69,88,0.00,0.00,6,34,87.36,2867,115.39,13.82,21.6,117,0.00,0
1101.605,12.5,99.97,-13.24,88,0.00,0.00,6,34,87.36,2866,115.38,13.81,21.6,117,0.00,0
1101.685,12.5,99.97,-13.24,88,0.00,0.00,6,34,86.94,2889,121.87,14.43,22.0,117,0.00,0
1101.770,12.9,99.97,-12.69,88,0.00,0.00,6,34,87.43,2876,121.69,15.00,22.4,117,0.00,0
1101.828,13.3,99.97,-10.34,88,0.00,0.00,6,34,89.84,2898,134.88,15.58,23.1,117,0.00,0
1101.917,13.3,99.97,-7.86,88,0.00,0.00,6,34,91.98,2898,134.85,15.58,23.5,117,0.00,0
1101.981,13.3,99.97,-7.10,88,0.00,0.00,6,34,93.08,2886,134.83,15.56,23.5,117,0.00,0
1102.070,13.3,99.97,-6.07,88,0.00,0.00,6,34,93.70,2902,134.80,15.55,23.1,117,0.00,0
1102.134,13.3,99.97,-5.72,88,0.00,0.00,6,34,94.39,2886,128.24,14.96,23.5,117,0.00,0
1102.203,12.9,99.97,-4.76,88,0.00,0.00,6,34,95.22,2903,121.69,14.38,22.4,117,0.00,0
1102.291,12.5,99.97,-6.48,88,0.00,0.00,6,34,93.70,2904,115.14,13.75,21.6,117,0.00,0
1102.357,12.5,99.97,-8.48,88,0.00,0.00,6,34,91.98,2887,102.04,12.46,20.8,117,0.00,0
1102.439,11.4,99.97,-11.10,88,0.00,0.00,6,34,90.94,2905,85.96,10.71,18.8,117,0.00,0
1102.503,10.6,99.97,-15.93,88,0.00,0.00,6,34,82.94,2890,81.94,10.65,18.0,117,0.00,0
1102.585,11.0,99.97,-20.27,88,0.00,0.00,6,34,78.94,2904,89.09,11.27,18.8,117,0.00,0
1102.661,11.8,99.97,-20.13,88,0.00,0.00,6,34,79.98,2920,92.50,11.22,19.6,117,0.00,0
1102.726,11.0,99.97,-18.20,88,0.00,0.00,6,34,81.57,2896,81.79,10.61,18.8,117,0.00,0
1102.816,11.0,99.97,-20.27,88,0.00,0.00,6,34,80.94,2916,81.81,10.62,18.4,117,0.00,0
1102.882,11.0,99.97,-21.65,88,0.00,0.00,6,34,78.94,2914,81.81,10.62,18.4,117,0.00,0
1102.969,11.8,99.97,-23.03,88,0.00,0.00,6,34,77.22,2908,96.18,11.89,19.2,117,0.00,0
1103.034,11.8,99.97,-21.58,88,0.00,0.00,6,34,78.81,2921,92.54,11.53,20.0,117,0.00,0
1103.104,11.8,99.97,-19.51,88,0.00,0.00,6,34,80.67,2924,101.83,13.09,20.0,117,0.00,0
1103.183,12.5,99.97,-19.03,88,0.00,0.00,6,34,80.53,2910,114.87,13.68,21.6,117,0.00,0
1103.261,12.5,99.97,-14.34,88,0.00,0.00,6,34,85.08,2931,114.83,13.66,21.6,117,0.00,0
1103.327,12.5,99.97,-12.69,88,0.00,0.00,6,34,86.94,2911,114.81,13.66,21.6,117,0.00,0
1103.415,12.5,99.97,-12.76,88,0.00,0.00,6,34,87.36,2917,114.78,13.68,21.6,119,0.00,0
1103.481,12.5,99.97,-11.58,88,0.00,0.00,6,34,88.67,2937,108.06,12.42,21.6,119,0.00,0
1103.560,11.8,99.97,-10.76,88,0.00,0.00,6,34,89.36,2914,88.73,11.16,19.6,119,0.00,0
1103.637,11.0,99.97,-16.62,88,0.00,0.00,6,34,83.98,2911,81.58,10.57,18.8,119,0.00,0
1103.702,11.0,99.97,-20.41,88,0.00,0.00,6,34,81.22,2933,85.17,10.87,18.4,119,0.00,0
1103.790,11.0,99.97,-22.27,88,0.00,0.00,6,34,78.39,2919,85.15,10.86,18.8,119,0.00,0
1103.853,11.0,99.97,-22.27,88,0.00,0.00,6,34,77.57,2919,85.12,10.86,18.8,119,0.00,0
1103.942,11.0,99.97,-22.20,88,0.00,0.00,6,34,77.98,2937,85.11,10.86,18.8,119,0.00,0
1104.008,11.4,99.97,-22.55,88,0.00,0.00,6,34,77.57,2922,88.77,11.52,18.8,119,0.00,0
1104.084,12.2,99.97,-22.75,88,0.00,0.00,6,34,77.57,2921,101.47,12.43,20.4,119,0.00,0
1104.159,12.2,99.97,-19.24,88,0.00,0.00,6,34,80.12,2943,108.04,12.95,21.6,119,0.00,0
1104.226,12.9,99.97,-16.13,88,0.00,0.00,6,34,81.70,2930,121.19,14.23,22.4,119,0.00,0
1104.316,12.9,99.97,-12.41,88,0.00,0.00,6,34,87.98,2928,121.17,14.23,22.4,119,0.00,0
1104.380,12.5,99.97,-10.41,88,0.00,0.00,6,34,89.70,2945,114.95,12.96,22.0,119,0.00,0
1104.462,11.8,99.97,-11.10,88,0.00,0.00,6,34,89.22,2919,95.76,11.79,20.0,119,0.00,0
1104.539,12.2,99.97,-15.79,88,0.00,0.00,6,34,84.94,2925,108.01,13.02,20.4,119,0.00,0
1104.602,12.9,99.97,-16.34,88,0.00,0.00,6,34,83.36,2951,121.17,14.23,22.4,119,0.00,0
1104.689,12.9,99.97,-11.86,88,0.00,0.00,6,34,89.22,2936,114.51,13.58,22.4,119,0.00,0
1104.753,12.5,99.97,-9.72,88,0.00,0.00,6,34,89.56,2932,107.89,13.02,20.8,119,0.00,0
1104.840,12.5,99.97,-12.34,88,0.00,0.00,6,34,87.84,2949,107.89,12.91,20.8,119,0.00,0
1104.905,12.5,99.97,-12.96,88,0.00,0.00,6,34,86.94,2932,114.48,13.58,22.4,119,0.00,0
1104.994,12.5,99.97,-10.34,88,0.00,0.00,6,34,89.70,2934,107.84,12.89,20.8,119,0.00,0
1105.059,11.8,99.97,-12.41,88,0.00,0.00,6,34,88.94,2952,95.60,11.76,19.6,121,0.00,0
1105.129,11.8,99.97,-15.72,88,0.00,0.00,6,34,83.98,2935,95.60,11.71,19.6,121,0.00,0
1105.216,11.0,99.97,-17.10,88,0.00,0.00,6,34,82.53,2935,81.26,10.51,18.8,121,0.00,0
1105.284,11.0,99.97,-19.86,88,0.00,0.00,6,34,80.26,2958,81.25,10.51,18.4,121,0.00,0
1105.361,11.0,99.97,-21.44,88,0.00,0.00,6,34,78.67,2958,88.39,11.02,18.8,121,0.00,0
1105.429,11.8,99.97,-22.41,88,0.00,0.00,6,34,77.57,2942,95.51,11.73,20.0,121,0.00,0
1105.504,12.2,99.97,-20.55,88,0.00,0.00,6,34,78.67,2964,101.10,12.27,20.4,121,0.00,0
1105.585,12.2,99.97,-17.86,88,0.00,0.00,6,34,82.53,2962,95.46,11.75,20.4,121,0.00,0
1105.661,11.4,99.97,-17.17,88,0.00,0.00,6,34,82.53,2940,88.24,10.78,19.2,121,0.00,0
1105.738,11.0,99.97,-19.44,88,0.00,0.00,6,34,80.67,2940,84.76,10.79,18.4,121,0.00,0
1105.823,11.0,99.97,-22.13,88,0.00,0.00,6,34,77.57,2963,84.75,10.78,18.8,121,0.00,0
1105.879,11.0,99.97,-23.37,88,0.00,0.00,6,34,76.95,2942,81.15,10.49,18.8,121,0.00,0
1105.959,10.6,99.97,-23.37,88,0.00,0.00,6,34,77.08,2942,77.59,10.21,18.4,121,0.00,0
1106.036,11.0,99.97,-24.48,88,0.00,0.00,6,34,75.84,2960,81.16,10.50,18.0,121,0.00,0
1106.121,11.0,99.97,-25.17,88,0.00,0.00,6,34,74.67,2946,88.28,11.06,18.8,121,0.00,0
1106.190,11.8,99.97,-24.13,88,0.00,0.00,6,34,76.26,2946,91.84,11.37,19.6,121,0.00,0
1106.267,11.8,99.97,-22.13,88,0.00,0.00,6,34,77.08,2968,95.38,11.73,19.6,121,0.00,0
1106.330,11.8,99.97,-21.44,88,0.00,0.00,6,34,78.39,2973,91.80,11.36,19.6,121,0.00,0
1106.411,11.8,99.97,-21.30,88,0.00,0.00,6,34,79.08,2951,95.33,11.69,18.8,121,0.00,0
1106.488,11.8,99.97,-22.55,88,0.00,0.00,6,34,77.36,2971,100.93,12.23,18.8,121,0.00,0
1106.561,12.2,99.97,-23.03,88,0.00,0.00,6,34,77.08,2971,100.92,12.23,19.6,121,0.00,0
1106.628,12.2,99.97,-21.86,88,0.00,0.00,6,34,78.53,2954,100.89,12.22,19.6,121,0.00,0
1106.709,12.2,99.97,-21.03,88,0.00,0.00,6,34,78.81,2954,100.88,12.22,19.6,121,0.00,0
1106.783,12.2,99.97,-20.89,88,0.00,0.00,6,34,78.81,2976,100.86,12.22,19.6,121,0.00,0
1106.863,12.2,99.97,-21.24,88,0.00,0.00,6,34,78.81,2978,107.48,12.85,20.4,121,0.00,0
1106.939,12.5,99.97,-19.79,88,0.00,0.00,6,34,80.81,2963,107.46,12.84,20.4,121,0.00,0
1107.007,12.5,99.97,-18.34,88,0.00,0.00,6,34,81.70,2984,114.07,13.47,21.2,121,0.00,0
1107.084,12.5,99.97,-16.62,88,0.00,0.00,6,34,83.56,2982,107.39,12.83,20.4,121,0.00,0
1107.161,12.5,99.97,-17.10,88,0.00,0.00,6,34,83.56,2961,107.39,12.83,20.0,121,0.00,0
1107.238,12.5,99.97,-18.06,88,0.00,0.00,6,34,82.25,2964,107.39,12.83,20.0,121,0.00,0
1107.308,12.5,99.97,-17.86,88,0.00,0.00,6,34,81.98,2986,107.37,12.82,20.4,121,0.00,0
1107.385,12.5,99.97,-17.65,88,0.00,0.00,6,34,82.81,2990,107.33,12.81,20.4,121,0.00,0
1107.461,12.5,99.97,-17.65,88,0.00,0.00,6,34,82.94,2972,107.29,12.80,20.4,121,0.00,0
1107.527,12.5,99.97,-17.65,88,0.00,0.00,6,34,82.67,2991,107.27,12.80,20.4,121,0.00,0
1107.610,12.5,99.97,-17.37,88,0.00,0.00,6,34,82.81,2992,107.25,12.79,20.4,121,0.00,0
1107.685,12.5,99.97,-17.37,88,0.00,0.00,6,34,82.81,2974,107.22,12.79,20.0,121,0.00,0
1107.761,12.2,99.97,-17.17,88,0.00,0.00,6,34,82.53,2976,100.55,12.14,19.6,121,0.00,0
1107.828,12.2,99.97,-18.89,88,0.00,0.00,6,34,81.08,2996,100.53,12.14,19.6,121,0.00,0
1107.915,12.2,99.97,-19.72,88,0.00,0.00,6,34,80.39,3000,100.50,12.13,19.6,121,0.00,0
1107.980,11.8,99.97,-19.99,88,0.00,0.00,6,34,79.98,2979,94.87,11.59,19.2,121,0.00,0
1108.059,11.8,99.97,-20.62,88,0.00,0.00,6,34,80.12,2982,91.29,11.24,18.8,121,0.00,0
1108.134,11.8,99.97,-22.27,88,0.00,0.00,6,34,78.53,3002,87.72,10.94,18.4,121,0.00,0
1108.203,11.8,99.97,-23.65,88,0.00,0.00,6,34,76.12,3001,91.25,11.23,18.4,121,0.00,0
1108.290,11.8,99.97,-24.75,88,0.00,0.00,6,34,75.36,2983,91.24,11.23,18.8,122,0.00,0
